person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,monthly_income,loan_risk_tier
23,74004,RENT,7.0,DEBTCONSOLIDATION,E,25000,16.35,1,0.34,0,4,18-25,6167.0,Orta Risk
26,74004,RENT,10.0,DEBTCONSOLIDATION,D,25000,10.99,1,0.34,1,4,26-35,6167.0,Orta Risk
25,81000,RENT,5.0,DEBTCONSOLIDATION,A,25000,7.29,1,0.31,0,3,18-25,6750.0,Orta Risk
23,81600,RENT,1.0,MEDICAL,B,25000,11.36,1,0.31,0,3,18-25,6800.0,Orta Risk
24,82000,RENT,8.0,VENTURE,B,25000,10.25,0,0.3,0,2,18-25,6833.33,Orta Risk
24,83000,RENT,5.0,EDUCATION,B,25000,11.12,0,0.3,0,3,18-25,6916.67,Orta Risk
24,83000,RENT,5.0,PERSONAL,D,25000,12.92,0,0.3,1,3,18-25,6916.67,Orta Risk
24,180000,RENT,8.0,EDUCATION,E,18000,18.64,0,0.1,1,4,18-25,15000.0,Aşağı Risk
23,180000,MORTGAGE,8.0,PERSONAL,A,28000,7.51,0,0.16,0,3,18-25,15000.0,Aşağı Risk
23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,1,0.28,0,2,18-25,1200.0,Orta Risk
22,14400,OWN,0.0,PERSONAL,B,2100,11.14,0,0.15,0,4,18-25,1200.0,Aşağı Risk
22,84500,RENT,6.0,PERSONAL,F,25000,18.3,0,0.3,0,4,18-25,7041.67,Orta Risk
24,85000,RENT,5.0,MEDICAL,B,25000,10.62,0,0.29,0,4,18-25,7083.33,Orta Risk
24,180000,MORTGAGE,7.0,VENTURE,B,14000,11.99,0,0.08,0,2,18-25,15000.0,Aşağı Risk
26,180000,MORTGAGE,2.0,VENTURE,B,12000,9.63,0,0.07,0,4,26-35,15000.0,Aşağı Risk
25,142800,MORTGAGE,9.0,MEDICAL,F,10000,18.25,1,0.06,0,4,18-25,11900.0,Aşağı Risk
23,14664,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,10.99,1,0.41,0,4,18-25,1222.0,Yüksək Risk
24,87000,RENT,8.0,HOMEIMPROVEMENT,D,25000,14.84,0,0.29,0,3,18-25,7250.0,Orta Risk
24,75000,RENT,0.0,VENTURE,E,25000,14.7,1,0.33,1,3,18-25,6250.0,Orta Risk
23,76000,RENT,7.0,DEBTCONSOLIDATION,D,25000,16.02,1,0.33,0,4,18-25,6333.33,Orta Risk
23,66215,RENT,1.0,MEDICAL,D,25000,15.37,1,0.32,1,2,18-25,5517.92,Orta Risk
25,90000,RENT,9.0,MEDICAL,B,25000,10.99,0,0.28,0,4,18-25,7500.0,Orta Risk
21,15000,OWN,0.0,HOMEIMPROVEMENT,A,6200,7.9,1,0.41,0,2,18-25,1250.0,Yüksək Risk
26,180000,OWN,2.0,PERSONAL,B,25000,10.99,0,0.14,0,4,26-35,15000.0,Aşağı Risk
24,180000,OWN,8.0,EDUCATION,B,21000,11.48,0,0.12,0,3,18-25,15000.0,Aşağı Risk
25,180000,OWN,9.0,MEDICAL,C,20000,14.26,0,0.11,1,4,18-25,15000.0,Aşağı Risk
26,180000,OWN,0.0,HOMEIMPROVEMENT,A,10000,8.0,0,0.06,0,4,26-35,15000.0,Aşağı Risk
25,180000,MORTGAGE,3.0,VENTURE,B,9950,11.26,0,0.06,0,2,18-25,15000.0,Aşağı Risk
23,15000,OWN,7.0,MEDICAL,B,4475,10.99,1,0.3,0,4,18-25,1250.0,Orta Risk
23,78000,RENT,2.0,VENTURE,D,25000,16.32,1,0.32,1,3,18-25,6500.0,Orta Risk
25,66300,RENT,3.0,MEDICAL,E,25000,17.93,1,0.32,1,4,18-25,5525.0,Orta Risk
23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,0,3,18-25,7500.0,Orta Risk
24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,1,4,18-25,6583.33,Orta Risk
24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,1,3,18-25,7650.0,Orta Risk
25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,0,3,18-25,7666.67,Orta Risk
24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,1,4,18-25,7666.67,Orta Risk
23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,0,4,18-25,7800.0,Orta Risk
23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,1,3,18-25,1250.0,Aşağı Risk
23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,1,4,18-25,5879.17,Orta Risk
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,1,3,18-25,6983.33,Orta Risk
26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,0,4,26-35,14583.33,Aşağı Risk
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,0,2,18-25,14583.33,Aşağı Risk
22,175000,MORTGAGE,6.0,EDUCATION,B,18000,10.99,0,0.1,0,2,18-25,14583.33,Aşağı Risk
23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,0,3,18-25,14583.33,Aşağı Risk
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,0,4,18-25,1250.0,Orta Risk
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,0,2,18-25,1250.0,Orta Risk
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,1,2,18-25,7333.33,Orta Risk
25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,0,2,18-25,6233.33,Orta Risk
25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,0,4,18-25,7333.33,Orta Risk
25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,1,4,18-25,1250.0,Aşağı Risk
26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,0,3,26-35,7333.33,Orta Risk
25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,0,4,18-25,8333.33,Orta Risk
23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,0,4,18-25,1250.0,Orta Risk
24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,0,3,18-25,8533.33,Orta Risk
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,1,4,18-25,7666.67,Orta Risk
23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,1,2,18-25,7750.0,Orta Risk
22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,1,2,18-25,14583.33,Aşağı Risk
23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,0,3,18-25,14583.33,Aşağı Risk
25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,0,3,18-25,14559.0,Aşağı Risk
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,0,3,18-25,14500.0,Aşağı Risk
26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,0,4,26-35,14500.0,Aşağı Risk
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,1,3,18-25,13500.0,Aşağı Risk
26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,0,4,26-35,14455.58,Aşağı Risk
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,1,3,18-25,1250.0,Orta Risk
25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,1,4,18-25,8000.0,Orta Risk
21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,0,2,18-25,1260.0,Aşağı Risk
24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,1,2,18-25,8159.0,Orta Risk
26,110000,RENT,3.0,PERSONAL,C,25000,10.99,0,0.23,1,2,26-35,9166.67,Orta Risk
23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,0,3,18-25,1267.0,Aşağı Risk
25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,1,4,18-25,13300.0,Aşağı Risk
24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,0,4,18-25,14291.67,Aşağı Risk
25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,0,4,18-25,14167.0,Aşağı Risk
24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,1,2,18-25,13167.0,Aşağı Risk
26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,0,3,26-35,14166.67,Aşağı Risk
24,83300,RENT,0.0,MEDICAL,D,25000,10.99,1,0.26,0,2,18-25,6941.67,Orta Risk
24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,1,2,18-25,9166.67,Orta Risk
22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,0,3,18-25,1280.0,Aşağı Risk
25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,0,2,18-25,11191.67,Aşağı Risk
25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,0,2,18-25,14166.67,Aşağı Risk
22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,1,2,18-25,8381.67,Orta Risk
25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,1,4,18-25,9416.67,Orta Risk
24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,0,4,18-25,10000.0,Orta Risk
25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,0,2,18-25,10000.0,Orta Risk
23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,0,2,18-25,10000.0,Orta Risk
24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,1,2,18-25,7650.0,Orta Risk
21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,0,4,18-25,1300.0,Aşağı Risk
26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,0,3,26-35,9000.0,Orta Risk
26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,0,3,26-35,10833.0,Aşağı Risk
23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,1,2,18-25,10833.33,Aşağı Risk
23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,0,4,18-25,10833.33,Aşağı Risk
25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,0,4,18-25,14166.67,Aşağı Risk
26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,1,2,26-35,14166.67,Aşağı Risk
22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,0,3,18-25,14083.33,Aşağı Risk
26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,1,3,26-35,14062.5,Aşağı Risk
23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,0,3,18-25,14050.0,Aşağı Risk
24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,0,3,18-25,14024.0,Aşağı Risk
25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,0,2,18-25,14000.0,Orta Risk
24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,0,2,18-25,11108.33,Aşağı Risk
24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,0,4,18-25,1300.0,Orta Risk
24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,1,3,18-25,11166.67,Aşağı Risk
25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,0,2,18-25,11166.67,Aşağı Risk
25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,0,2,18-25,1300.0,Orta Risk
25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,0,4,18-25,11250.0,Aşağı Risk
26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,0,4,26-35,11305.0,Aşağı Risk
25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,0,4,18-25,12083.33,Aşağı Risk
23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,0,3,18-25,12500.0,Aşağı Risk
23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,0,3,18-25,13750.0,Aşağı Risk
22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,1,2,18-25,12750.0,Aşağı Risk
24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,0,4,18-25,13750.0,Aşağı Risk
25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,0,4,18-25,13750.0,Aşağı Risk
21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,0,4,18-25,13750.0,Aşağı Risk
23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,0,2,18-25,1333.33,Orta Risk
23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,1,4,18-25,1333.33,Aşağı Risk
23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,0,3,18-25,1333.33,Aşağı Risk
23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,0,3,18-25,12333.33,Aşağı Risk
23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,0,4,18-25,1333.33,Orta Risk
24,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,1,2,18-25,1335.0,Orta Risk
22,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,1,0.34,0,3,18-25,1341.17,Orta Risk
25,175000,RENT,2.0,PERSONAL,A,25000,8.9,0,0.14,0,2,18-25,14583.33,Aşağı Risk
22,16200,OWN,6.0,PERSONAL,B,2000,12.42,0,0.12,0,3,18-25,1350.0,Aşağı Risk
24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,1,2,18-25,15416.67,Aşağı Risk
25,162000,RENT,9.0,PERSONAL,C,25000,11.03,0,0.15,0,2,18-25,13500.0,Aşağı Risk
26,161000,RENT,10.0,VENTURE,A,30000,7.9,0,0.19,0,4,26-35,13416.67,Aşağı Risk
22,160000,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0,0.22,0,4,18-25,13333.33,Orta Risk
25,225000,RENT,5.0,VENTURE,B,25000,11.86,0,0.11,0,4,18-25,18750.0,Aşağı Risk
25,16400,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,0,4,18-25,1366.67,Orta Risk
23,16500,OWN,6.0,VENTURE,B,4375,9.63,1,0.27,0,4,18-25,1375.0,Orta Risk
25,49500,RENT,6.0,PERSONAL,C,24750,14.22,1,0.5,0,3,18-25,4125.0,Yüksək Risk
23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,0,3,18-25,5000.0,Yüksək Risk
24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,0,4,18-25,7016.67,Orta Risk
22,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0,0.12,0,2,18-25,1400.0,Aşağı Risk
24,92000,RENT,8.0,MEDICAL,B,24500,11.46,0,0.27,0,4,18-25,7666.67,Orta Risk
23,160000,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0,0.22,0,2,18-25,13333.33,Orta Risk
24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,0,4,18-25,13333.33,Aşağı Risk
25,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,0,4,18-25,13333.33,Aşağı Risk
26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0,0.16,1,4,26-35,13333.33,Aşağı Risk
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,0,4,18-25,10483.33,Aşağı Risk
25,54000,RENT,2.0,PERSONAL,C,24250,13.98,1,0.45,0,4,18-25,4500.0,Yüksək Risk
23,62500,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,0,4,18-25,5208.33,Orta Risk
25,68400,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,0,4,18-25,5700.0,Orta Risk
26,56045,RENT,1.0,MEDICAL,D,24250,14.96,1,0.37,0,2,26-35,4670.42,Orta Risk
22,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,1,2,18-25,6166.67,Orta Risk
24,65453,RENT,9.0,MEDICAL,D,24250,15.7,1,0.31,0,2,18-25,5454.42,Orta Risk
24,89908,RENT,1.0,VENTURE,B,24250,12.53,0,0.27,0,3,18-25,7492.33,Orta Risk
26,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,1,3,26-35,6500.0,Orta Risk
23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0,0.24,1,2,18-25,8333.33,Orta Risk
23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,0,2,18-25,8583.33,Orta Risk
25,160000,MORTGAGE,2.0,EDUCATION,A,9000,10.99,0,0.06,0,3,18-25,13333.33,Aşağı Risk
25,160000,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,0,4,18-25,13333.33,Aşağı Risk
24,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,0,3,18-25,13333.33,Aşağı Risk
23,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0,0.16,1,2,18-25,13333.33,Aşağı Risk
26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,10.99,0,0.09,0,4,26-35,13333.33,Aşağı Risk
21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,1,4,18-25,13333.33,Aşağı Risk
25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,1,2,18-25,13333.33,Aşağı Risk
22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,1,2,18-25,1400.0,Orta Risk
25,111996,RENT,9.0,PERSONAL,D,24250,10.99,0,0.22,0,3,18-25,9333.0,Orta Risk
21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,0,4,18-25,1400.0,Orta Risk
25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,0,2,18-25,9600.0,Orta Risk
23,144000,RENT,0.0,EDUCATION,B,24250,11.83,0,0.17,0,3,18-25,12000.0,Aşağı Risk
23,287000,RENT,3.0,EDUCATION,B,24250,12.53,0,0.08,0,3,18-25,23916.67,Aşağı Risk
22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,1,3,18-25,9000.0,Orta Risk
22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,1,3,18-25,3583.33,Yüksək Risk
23,47004,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,0,4,18-25,3917.0,Yüksək Risk
24,48000,RENT,4.0,VENTURE,D,24000,16.29,1,0.5,1,2,18-25,4000.0,Yüksək Risk
26,48000,RENT,4.0,MEDICAL,A,24000,10.99,1,0.5,0,3,26-35,4000.0,Yüksək Risk
21,44964,RENT,2.0,EDUCATION,D,24000,16.29,1,0.53,1,2,18-25,3747.0,Yüksək Risk
24,47000,RENT,3.0,PERSONAL,F,24000,17.8,1,0.51,0,2,18-25,3916.67,Yüksək Risk
22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,0,2,18-25,1450.0,Aşağı Risk
22,49000,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,0,4,18-25,4083.33,Yüksək Risk
26,60000,RENT,0.0,PERSONAL,A,24000,7.9,1,0.4,0,4,26-35,5000.0,Orta Risk
25,60000,RENT,3.0,PERSONAL,B,24000,10.99,1,0.4,0,4,18-25,5000.0,Orta Risk
22,60000,RENT,0.0,PERSONAL,A,24000,7.29,1,0.4,0,3,18-25,5000.0,Orta Risk
21,60000,RENT,5.0,MEDICAL,B,24000,10.75,1,0.4,0,2,18-25,5000.0,Orta Risk
26,62004,RENT,9.0,DEBTCONSOLIDATION,A,24000,7.9,1,0.39,0,3,26-35,5167.0,Orta Risk
22,62400,RENT,3.0,EDUCATION,D,24000,14.84,1,0.38,0,2,18-25,5200.0,Orta Risk
26,65000,RENT,10.0,DEBTCONSOLIDATION,A,24000,10.99,1,0.37,0,2,26-35,5416.67,Orta Risk
22,17760,MORTGAGE,6.0,EDUCATION,C,4975,10.99,1,0.28,1,3,18-25,1480.0,Orta Risk
23,59000,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.41,1,2,18-25,4916.67,Yüksək Risk
23,66000,RENT,6.0,VENTURE,A,24000,10.99,1,0.36,0,4,18-25,5500.0,Orta Risk
24,60000,RENT,0.0,VENTURE,D,24000,14.96,1,0.4,0,4,18-25,5000.0,Orta Risk
25,66143,RENT,9.0,EDUCATION,A,24000,6.99,1,0.36,0,3,18-25,5511.92,Orta Risk
22,62250,RENT,3.0,PERSONAL,E,24000,16.45,1,0.39,1,4,18-25,5187.5,Orta Risk
24,70000,RENT,8.0,EDUCATION,B,24000,10.99,1,0.34,0,4,18-25,5833.33,Orta Risk
23,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,1,0.32,0,2,18-25,6166.67,Orta Risk
22,18000,OWN,3.0,PERSONAL,A,3000,7.9,1,0.17,0,4,18-25,1500.0,Aşağı Risk
22,75000,RENT,6.0,EDUCATION,B,24000,12.69,1,0.32,0,4,18-25,6250.0,Orta Risk
24,75000,RENT,9.0,MEDICAL,B,24000,10.37,1,0.32,0,3,18-25,6250.0,Orta Risk
24,75000,RENT,7.0,HOMEIMPROVEMENT,C,24000,10.99,1,0.32,0,3,18-25,6250.0,Orta Risk
26,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,1,0.35,0,3,26-35,5750.0,Orta Risk
23,78000,RENT,4.0,PERSONAL,C,24000,13.92,1,0.31,0,3,18-25,6500.0,Orta Risk
24,80000,RENT,2.0,MEDICAL,B,24000,10.25,0,0.3,0,2,18-25,6666.67,Orta Risk
22,18000,OWN,1.0,HOMEIMPROVEMENT,A,3500,7.49,1,0.19,0,4,18-25,1500.0,Aşağı Risk
23,18000,OWN,3.0,EDUCATION,A,4000,5.99,1,0.22,0,2,18-25,1500.0,Orta Risk
23,74700,RENT,6.0,PERSONAL,D,24000,12.92,1,0.32,0,2,18-25,6225.0,Orta Risk
26,88596,RENT,3.0,PERSONAL,B,24000,11.58,0,0.27,0,3,26-35,7383.0,Orta Risk
25,95000,RENT,4.0,EDUCATION,A,24000,8.9,0,0.25,0,2,18-25,7916.67,Orta Risk
22,83000,RENT,6.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.29,0,3,18-25,6916.67,Orta Risk
25,95000,RENT,9.0,VENTURE,A,24000,6.54,0,0.25,0,4,18-25,7916.67,Orta Risk
21,18000,OWN,3.0,HOMEIMPROVEMENT,D,4900,14.54,1,0.27,1,4,18-25,1500.0,Orta Risk
26,100000,RENT,5.0,PERSONAL,C,24000,12.73,0,0.24,0,4,26-35,8333.33,Orta Risk
24,110000,RENT,7.0,VENTURE,D,24000,15.62,0,0.22,0,4,18-25,9166.67,Orta Risk
24,18000,OWN,0.0,HOMEIMPROVEMENT,A,6250,6.54,1,0.35,0,4,18-25,1500.0,Orta Risk
22,98000,RENT,7.0,DEBTCONSOLIDATION,F,24000,10.99,1,0.24,1,2,18-25,8166.67,Orta Risk
26,103872,RENT,6.0,DEBTCONSOLIDATION,G,24000,20.03,1,0.23,0,4,26-35,8656.0,Orta Risk
22,120000,RENT,4.0,EDUCATION,B,24000,9.91,0,0.2,0,4,18-25,10000.0,Orta Risk
24,120000,RENT,1.0,VENTURE,B,24000,12.69,0,0.2,0,4,18-25,10000.0,Orta Risk
26,108000,RENT,9.0,EDUCATION,G,24000,20.16,1,0.22,0,3,26-35,9000.0,Orta Risk
24,124080,RENT,4.0,PERSONAL,D,24000,16.49,0,0.19,1,4,18-25,10340.0,Aşağı Risk
23,18000,MORTGAGE,1.0,MEDICAL,D,2500,15.95,1,0.14,0,2,18-25,1500.0,Aşağı Risk
24,130000,RENT,7.0,DEBTCONSOLIDATION,B,24000,11.49,0,0.18,0,3,18-25,10833.33,Aşağı Risk
25,135000,RENT,8.0,PERSONAL,B,24000,10.99,0,0.18,0,2,18-25,11250.0,Aşağı Risk
24,135000,RENT,4.0,HOMEIMPROVEMENT,C,24000,13.79,0,0.18,0,2,18-25,11250.0,Aşağı Risk
23,114750,RENT,2.0,MEDICAL,G,24000,20.03,1,0.18,1,3,18-25,9562.5,Aşağı Risk
23,150000,RENT,0.0,EDUCATION,A,24000,7.49,0,0.16,0,4,18-25,12500.0,Aşağı Risk
23,138000,RENT,7.0,DEBTCONSOLIDATION,D,24000,16.0,1,0.17,1,2,18-25,11500.0,Aşağı Risk
24,18000,OWN,6.0,PERSONAL,A,13000,7.88,1,0.72,0,3,18-25,1500.0,Yüksək Risk
21,18000,OWN,0.0,VENTURE,B,6250,10.62,1,0.35,0,4,18-25,1500.0,Orta Risk
26,155000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,0,0.15,0,4,26-35,12916.67,Aşağı Risk
26,148000,RENT,1.0,EDUCATION,F,24000,18.3,1,0.16,0,2,26-35,12333.33,Aşağı Risk
26,170000,RENT,3.0,DEBTCONSOLIDATION,C,24000,10.99,0,0.14,1,2,26-35,14166.67,Aşağı Risk
21,18000,OWN,1.0,PERSONAL,B,2500,11.36,0,0.14,0,3,18-25,1500.0,Aşağı Risk
24,43896,RENT,8.0,HOMEIMPROVEMENT,B,23975,10.99,1,0.55,0,2,18-25,3658.0,Yüksək Risk
23,120000,RENT,4.0,MEDICAL,C,23750,13.47,0,0.2,0,2,18-25,10000.0,Orta Risk
24,54996,RENT,2.0,PERSONAL,B,23600,11.89,1,0.43,0,3,18-25,4583.0,Yüksək Risk
24,18000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000,12.18,1,0.56,0,2,18-25,1500.0,Yüksək Risk
25,102000,RENT,9.0,DEBTCONSOLIDATION,C,23600,13.49,0,0.23,0,4,18-25,8500.0,Orta Risk
23,75000,RENT,3.0,PERSONAL,E,23575,14.5,1,0.31,0,4,18-25,6250.0,Orta Risk
22,18000,OWN,2.0,MEDICAL,C,4000,10.99,1,0.22,0,2,18-25,1500.0,Orta Risk
22,18000,OWN,1.0,MEDICAL,D,5400,15.31,1,0.3,1,2,18-25,1500.0,Orta Risk
25,18000,MORTGAGE,1.0,MEDICAL,B,4000,10.99,1,0.22,0,3,18-25,1500.0,Orta Risk
21,18000,OWN,5.0,VENTURE,B,3375,10.99,1,0.19,0,2,18-25,1500.0,Aşağı Risk
22,66960,RENT,1.0,VENTURE,A,23400,7.49,1,0.35,0,2,18-25,5580.0,Orta Risk
22,43385,RENT,7.0,PERSONAL,C,23000,10.99,1,0.53,0,3,18-25,3615.42,Yüksək Risk
25,56544,RENT,3.0,EDUCATION,B,23000,10.99,1,0.41,0,2,18-25,4712.0,Yüksək Risk
23,60000,RENT,2.0,VENTURE,B,23000,12.18,1,0.38,0,4,18-25,5000.0,Orta Risk
24,18000,MORTGAGE,3.0,VENTURE,C,1200,11.34,0,0.07,1,4,18-25,1500.0,Aşağı Risk
25,63208,RENT,9.0,EDUCATION,B,23000,9.91,1,0.36,0,3,18-25,5267.33,Orta Risk
